seq,title,genre,text,reviewer,rate,like,comment
1867,이터널스,2021 ? 판타지/액션/모험 ? 미국,"잔잔해….마블 같지 않아,,, 그런데 졸리는 이쁘고, 마블리는 웃음주다 갔네..",인생이마시멜로,1.5,1,0
1868,이터널스,2021 ? 판타지/액션/모험 ? 미국,역시 마블의 특기는 액션이 아닌 캐릭터 저글링.,Kangchong,3.5,1,0
1869,이터널스,2021 ? 판타지/액션/모험 ? 미국,페이즈4는 영웅을 넘어 신들의 전쟁이었나.,JihyeMoon,4,1,0
1870,이터널스,2021 ? 판타지/액션/모험 ? 미국,아 이게 뭐야 진짜,올리브양,2,1,1
1871,이터널스,2021 ? 판타지/액션/모험 ? 미국,"볼만 하기는 한데,
뭔가 살짝 아쉬운…
졸리 언니는 언제까지 간지날 건가요…??",쥬아,3.5,1,0
1872,이터널스,2021 ? 판타지/액션/모험 ? 미국,"이 히어로들에게 대중들이 감정 이입할 수 있나...

첫편으로는 갈길이 멀다는 느낌...",윤형식,3.5,1,0
1873,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마동석 보러가는거면 국뽕 게이지 다 안참
마블의 세계관 끝을 볼 수 있습니다",위노나라이더짱,4,1,0
1874,이터널스,2021 ? 판타지/액션/모험 ? 미국,"지루하지는 않았지만 생각보다 재미가 없어서 아쉬움

+ 키스신 너무 많음 ...ㅎ",이민영,4,1,0
1875,이터널스,2021 ? 판타지/액션/모험 ? 미국,"2021.11.06. 메가박스 이수에서 with Vanna

기념비적인 할당제 영화",김기훈,5,1,0
1876,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블에서 쓰레기를 만들었다ㅋㅋ,임세진,1,1,0
1877,이터널스,2021 ? 판타지/액션/모험 ? 미국,"별 생각없이 봐서 그런지 그럭저럭 괜찮았다, 마동석 나와서 반가웠고 중간에 bts노래도 나와서 반가웠다! 평소 생각하던 마블과는 다르게 좀 잔잔했지만 그것마저도 괜찮았다!",chaaji,3.5,1,0
1878,이터널스,2021 ? 판타지/액션/모험 ? 미국,영화가 설명적이고 난잡하다. 후반에 가서는 끊기는 부분도 많고 캐릭터의 행동에 설득력이 부족해 기대에 비해 다소 실망스럽다.,김묘묘,2.5,1,0
1879,이터널스,2021 ? 판타지/액션/모험 ? 미국,"블락버스터 히어로물은 아님.
주제는 또 뻔한데 그거에 대해 매체엔 자주 안나오는 쪽 입장들도 보여줘서 그건 좋았음.
나머지 얘기는 노잼인데 어치피 제작진도 그거 노잼이어도 상관없다고 생각한듯. 세레시×슈퍼맨 서사는 왜케 긴건지 1도 모를.. 한장면으로 충분히 표현된걸 졸라  같은 내용 다른씬으로 몇번이나 보여주는건지. 그 스크린타임 아껴서 차라리 다른애들 서사나 늘리지ㅡㅡ
생각보다 아는 얼굴이 많이 나와서 놀람.
얘네는 이후 얘기보단 그 사이얘기가 보고싶다.. 아마존이라던지..
메타적 개그요소 좀 있어서 깅코? 가짜 이름이 혹시 쿠말 난지아니는 아닐까 하고 기대하고있었는데 그건 아녀서 좀 슬펐다.
근데 슈퍼맨 너무 슈퍼맨+와치맨+더보이즈 합친것처럼 생겨서.. 하는 행동도 비슷한데  졸라 날라댕기면서 초능력 쓰는애들은 왜다 저렇게 생긴 배우만 캐스팅하는건지 궁금하다...",heyy,3,1,0
1880,이터널스,2021 ? 판타지/액션/모험 ? 미국,마동석이 귀엽다,챈채니,3,1,0
1881,이터널스,2021 ? 판타지/액션/모험 ? 미국,"1. 이카리스 잘생김
2. 마카리 액션 파트 신선함
3. 히로시마 언급 짧아도 개빡침
4. 데비안츠 내용 갑자기 사라져서 당황함
5. 뚝뚝 끊기는 전개 거슬림
6. 세계관에 함몰해서 정작 캐릭터 서사 다 무너진 듯
7. 사실상 신선함보다는 클리셰로 인한 지루함이 컸음 (트랜스포머, 엑스맨, 아이엠넘버포 등 연상 가능한 영화 다수)",화병,2,1,0
1882,이터널스,2021 ? 판타지/액션/모험 ? 미국,21.11.06,임찬형,2.5,1,0
1883,이터널스,2021 ? 판타지/액션/모험 ? 미국,"이터널스는 너무 이른 등장이라고 본다...
이터널스보다 블랙 나이트가 더 기대되는 게 함정ㅠㅠ",김 재원,2.5,1,0
1884,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블 영화 중 제일 지루했당.. 관람객들이 다 집중 못 하고 정신산만하게 부시럭부시럭...핸드폰 하는 사람들은 뭐 그리 많은지ㅠㅠ,영은,2,1,0
1885,이터널스,2021 ? 판타지/액션/모험 ? 미국,"위기가 없어서 아쉽지만
티나랑 빠른애 멋짐",이대엽,2.5,1,0
1886,이터널스,2021 ? 판타지/액션/모험 ? 미국,김 빠진 스프라이트,양주,2.5,1,0
1887,이터널스,2021 ? 판타지/액션/모험 ? 미국,매운 닭발을 먹으러갔는데 숭늉을 내왔다.,ㄱㅅㅎ,2,1,0
1888,이터널스,2021 ? 판타지/액션/모험 ? 미국,속편까지 본 후 생각해보겠습니다.,별곡이,3,1,0
1889,이터널스,2021 ? 판타지/액션/모험 ? 미국,"영화가 묘하게 촌스러움
+쿠키영상이 대박;;;",김다혜,3.5,1,0
1890,이터널스,2021 ? 판타지/액션/모험 ? 미국,"1. 마카리가 제일 쎈것같은데?..
2. 졸리때문에 잠못자 엉엉 테나 그저 갓
3. 10명은 너무 많지않나? 했는데 생각보다 이름 잘 외워짐 하긴 슈퍼주니어 이름도 다외웠는데
4. 히로시마에서 희생된 한국인들을 위해 눈물 흘리는 파스토스의 모습이 인상적이었다
5. 빌 스카스가드 못알아봄. 듄에서도 스텔란 못알아봤는데 하.. 진짜 근데 빌을 어케 알아보냐고 ㅋㅋㅋㅋㅋㅋ
6. 앞으로 길가메시처럼 때려야지
7. 두번째 쿠키 보고 느꼈다 난 마블의 개다 마블만 보면 침을 질질흘리는 것이다",벨라트릭스,3.5,1,0
1891,이터널스,2021 ? 판타지/액션/모험 ? 미국,이터널스,이주현,3.5,1,0
1892,이터널스,2021 ? 판타지/액션/모험 ? 미국,"현대적 히어로물이라기보단 그냥 고전 신화라고 보는 편이 나은 듯. 이미 이름부터 대놓고 전시 중이고요. 근데 영화를 보면서 또 다시 영웅의 시대가 저물고 있음을 느꼈다. 히어로물 배경이 인간세계에서 우주로 넘어간 다음 페이지를 이터널스가 여는 걸 텐데 마블 세계관이 본격적으로 우주로 넘어간 다음부터 재미가 없어... 인간은 인간의 얘기가 재밌읍니다. 그리스로마신화 보라고요. 신들을 인간처럼 그려서 이야기 만들고 놀았다고요.

재미 없긴 없었다. 마지막 한 방을 위해 내내 너무 아껴둬. 열쇠를 쥐고 있지만 스스로 깨닫지 못한 주인공을 그리는데 매력 없음ㅠㅠ 내가 젬마 첸을 좋아하는데도...  하지만 이 이야기의 캐릭터들의 절반 이상이 다양한 집단을 대표하는 소수자인 점 보기 좋았다. 하지만 또...백인이 아닌 캐릭터들이 소수성을 전부 가지고 있다는 점이 개인적으로는 아쉽기도 했다. 16년에 개봉한 스타트렉 비욘드에서 비슷한 이유로 말이 나왔었습니다만...
화면이 아름다운 것도 솔직히 모르겠고, 고대문명..한 아즈텍 쯤에서 모티프를 따온 것 같은 선들이 아름답긴 했는데 전형적으로 보이는 것도 어쩔 수 없었읍니다. 전체적인 아트 디자인은 아름다웠는데 그게 다고... 각본과 연출적인 면에서 정말 재밌지 않았읍니다... 감독 전작을 너무너무 좋게 봤기 때문에 기대했던 서정성이 있는데, 그런 면을 살리기엔 이야기의 타임라인은 방대하고 시간은 촉박하고 캐릭터들로 파낼 깊이는 얕았던 듯. 그래도 세르시의 능력을 빨간 버스를 빨간 장미로, 날아오는 무언가를 파랑새로, 칼을 물로 바꾸는 장면으로 보여주는 점은 좋았다. 어이 없고 유치하지만 또 잠깐씩 아름다웠어.
하지만 세상에 정말 하나도 건질 게 없는 것이란 없기 때문에... 힘이 강한 사람이 아니라 희망에 대한 믿음이 강한 사람이 리더가 되는 이야기라 좋았다. 절망 속에서 희망을 그리는 일이 언제나 그 반대보다 어렵고, 어둠 속의 빛 한 줄기가 빛 속의 어둠 한 점 보다 강하니까. 정말 악의와 살의가 없는 무해한 인물이 중심이라 좋았다. 그래서 또 무능해 보여 재미가 없던 부분도 분명히 있지만.

the end of the world 진짜 좋아하는 곡인데 하나도 반갑지 않았읍니다. 왜냐면... 장면이랑 하나도 안 어울림. 음악... 남는 거 하나도 없어ㅠ 마지막 쿠키 영상에서 텔레포트 할 때 들린 음악ㅋㅋㅋ만 위트있었음.

아, 로렌이 너무 좋았고 배리 키오건 처음으로... 무섭지 않았어. 물론 첨엔 무서웟읍니다. 너무 사이비 종교 지도자잖아요.... 하지만 마카리랑 있을 때 너무 좋았어! 로맨스물과 연관 지어 본 적 없는 배우인데, 좀 궁금해졌어.",Mel,2,1,0
1893,이터널스,2021 ? 판타지/액션/모험 ? 미국,많은 새로운 캐릭터들과 친해질 틈도 없이 어려운 세계관 용어들로 만들어진 영화.  멍청한 나에겐 좀 불친절하다 … ( ??????????? ),지우,3.5,1,0
1894,이터널스,2021 ? 판타지/액션/모험 ? 미국,페이즈 시작으로 이정도면 노력했다고 본다,장용석,3,1,0
1895,이터널스,2021 ? 판타지/액션/모험 ? 미국,간만에 생각 없이 볼 수 있는 킬링 타임 무비,시온레비,3.5,1,0
1896,이터널스,2021 ? 판타지/액션/모험 ? 미국,"향후 MCU 세계관에서 '퍼스트 어벤져' 정도에 해당하는 영화, 재미도 딱 그만큼만. 세계관 설명과 영상미, 관계 설정까지는 성공했으나 액션 연출에서 결정적 실패.",박영효,3,1,0
1897,이터널스,2021 ? 판타지/액션/모험 ? 미국,거대해진 세계관,용22,4,1,0
1898,이터널스,2021 ? 판타지/액션/모험 ? 미국,점점 스케일은 커지지만 계속 뒷 이야기를 위한 준비 이야기로 느껴진다..!,Jiimiin Song,3.5,1,0
1899,이터널스,2021 ? 판타지/액션/모험 ? 미국,러닝 타임이 너무너무 길다고 느껴졌던 영화였다. 등장인물들의 러브스토리에 너무 초점이 맞춰져서 굳이..? 이렇게까지..? 러브스토리에...? 신경을 쓴다고..? 마블영화가..? 기대했던 액션신은 너무 실망스러웠다. 제일 중요했던 장면을 너무 허접하게 연출해서 으잉? 하는 마음의 소리가 절로 나오는...  주인공들의 매력은 너무 없고 차라리 마동석과 안젤리나 졸리의 캐릭터가 제일 궁금하고 흥미로웠던 영화였는데 그 부분에 대한 설명이  없어서 아쉬웠다. 영화 보다가 중간에 나오고 싶었음.,김혜령,2.5,1,1
1900,이터널스,2021 ? 판타지/액션/모험 ? 미국,"길가메시 스핀오프 기원
마동석 캐해는 한국이나 할리우드나 똑같다는게 제법 웃겨… 그에게 귀여운 옷을 입히고 싶은 욕망…",이쑤신장군,2,1,0
1901,이터널스,2021 ? 판타지/액션/모험 ? 미국,"많은 인물들의 복잡한 관계를 영화 한 편에 잘 담아낸 것 같다. 뚜렷한 선과 악이라 할 수 없는 고민과 갈등을 겪는 이터널스의 모습은 인간적이었고, 많은 생각이 들었다. 한편, 다양성이 과하게 느껴지기도 했지만 이를 틀리다고 할 수는 없을 것 같다.",죠-,3.5,1,0
1902,이터널스,2021 ? 판타지/액션/모험 ? 미국,"영상 자체는 볼맛했으나..
한꺼번에 많은 이야기를 담으려다 또 어느것 하나 제대로 담지못한 영화.
마지막이라도 좋았으면..",빙과,3.5,1,0
1903,이터널스,2021 ? 판타지/액션/모험 ? 미국,"최강 노잼
강력 비추
그냥 패스",Bob kim,0.5,1,0
1904,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블리 보러 갔는데 너무 일찍 죽어버림 ㅠㅠ
여러 문화의 사람들을 담으려고 하는 감독의 의지가 엿보였지만 몰입할 수 있는 주인공이 없는게 아쉬웠다..",Seung Ah Lee,3,1,0
1905,이터널스,2021 ? 판타지/액션/모험 ? 미국,"너무 재미있었다.

캐릭터성만 쫓는 개연성 집중도 떨어지는 마블의 몇몇영화들에 조금 지쳐있었는데, 모든 인물들을 이해할 수있게 잘 연출했다고 생각함.

다만 기존의 마블영화처럼 빠른전개와 방대한 액션을 기대한 사람들은 실망할 수있다고 생각하고, 차라리 마블영화에서 벗어난 하나의 독립적인 히어로물이라고 생각한다면 독특한 재미를 느낄수 있을듯!",SIH,4,1,0
1906,이터널스,2021 ? 판타지/액션/모험 ? 미국,장엄하고 유머가 부족한 마블은 메챠 지겹다능,주엽,3,1,0
1907,이터널스,2021 ? 판타지/액션/모험 ? 미국,DEPTH.,박주영,3.5,1,0
1908,이터널스,2021 ? 판타지/액션/모험 ? 미국,각 캐릭터의 매력이 잘 보이지 않는다. 인물들을 다 담기에는 러닝타임이 짧은 듯.,해하린,3,1,0
1909,이터널스,2021 ? 판타지/액션/모험 ? 미국,"코믹적인 요소와 cg, 배우들의 연기로 재밌게 봤지만 이게 로맨스 영화인지 히어로 영화인지 분간이 안 됐다",벌새,3.5,1,0
1910,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블에서 만든 DC영화,하루살이,3.5,1,0
1911,이터널스,2021 ? 판타지/액션/모험 ? 미국,"자연의 섭리를 논하는 마블이란...... 너무 좋다.
액션이나 눈요기보다는 스토리와 메시지에 더 집중했다는 느낌이 많이 들었다. 그리고 너무 좋았다.
신이 인간을 어떤 특정한 목적으로 만들었다고 해도 인간에겐 자유의지가 있고 그에 따라서 신의 뜻과는 다른 길을 갈 수 있다.
운명이라고 생각했던 일이 다르게 틀어지면 그것이 또 새로운 운명이 된다.
자연은 결국 모두 하나로 연결되어 있고 언제나 순환하며 새롭게 태어난다. 하지만 전체가 하나이기 전에 하나하나가 또 제각기 완전한 하나이기도 하기에 그 작디작은 하나의 존재의 자유의지가 더 거대한 하나의 뜻을 거스르는 것도 자연의 섭리다.
생각하다보면 끝도없이 생각할 거리가 나오는 이야기를 마블이 만들었다. 마블보다는 감독이 만들었다고 해야하나. 암튼 몇 번 더 보면 더 할 이야기가 많을 것 같다.
암튼 재밌었다. 좋은 영화다.",토라,4,1,0
1912,이터널스,2021 ? 판타지/액션/모험 ? 미국,별로 안궁금한 얘기를 구구절절 풀어놓은 느낌.. 흥미로운 지점들이 있긴 했는데 재미있진 않았고 그렇다고 막 지루하지도 않음 그냥 아 그렇구낭......... 하는 기분으로 봄,린아,3.5,1,0
1913,이터널스,2021 ? 판타지/액션/모험 ? 미국,집안꼴 잘~~~~돌아간다!,힘을숨긴자 강충곤,3,1,0
1914,이터널스,2021 ? 판타지/액션/모험 ? 미국,"인과관계도 없이 잔소리만 2시간 40분 듣는 기분이다....

마블 영화 특유의 교훈 전하기를 맥락없이 아무때나 보여주고 있다. 이전의 영화들은 인물들의 감정에 공감하고 이해할 수 있었던 반면, 이번 영화는 인물들의 감정이 기계적으로 움직이는 기분이다. 등장인물들은 갑자기 화내고, 갑자기 울고, 갑자기 슬퍼하고, 갑자기 상대방에게 공감을 느끼는데 앞뒤맥락을 충분히 설명하지 않기에 관객들은 당황할 수 밖에 없다. 특히, CG의 효과 또한 부자연스럽게 느껴지면서 영화는 뚝뚝 끊기는 느낌을 준다. 이런 상황에서 마블영화만의 유며를 하고, 교훈을 전하다 보니 좋지 않은 흐름이 더 나쁘게 느껴지며 영화가 너무 길게만 느껴진다. 유일한 장점은 마동석이 보인다 정도...",김태근,2.5,1,0
1915,이터널스,2021 ? 판타지/액션/모험 ? 미국,서사를 쌓는 동안 느슨해진 인물들 간의 호흡과 다양성을 포용했지만 낮아진 웃음의 강도 그럼에도 기다려지는 후일담,길버트,3.5,1,0
1916,이터널스,2021 ? 판타지/액션/모험 ? 미국,히로시마 피해자성 강조 그만... 서양은 언제쯤 바뀔까,짱돌주먹,3,1,0
1917,이터널스,2021 ? 판타지/액션/모험 ? 미국,"세계관 설명에 친절하고 놓친 캐릭터도 없으니,
거기에 긴 러닝타임에도 즐거운 영화경험을 주니
이정도면 깔끔한 안타!",Syong,3.5,1,1
1918,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블의 그래픽은 진짜 인정할 수 밖에 없다.,박남영,4,1,0
1919,이터널스,2021 ? 판타지/액션/모험 ? 미국,"일단. 생각보단 괜찮은데?

범 지구적 재앙에
7천년의 시간대를 갖고
영상과 스토리를 이어간 점에서 흥미로웠던
이번 마블의 새로운 작품.

왜 클로이 자오 감독을 섭외했나
보기전엔 다소 의아했는데
직접 연출을 보고나니 아. 이래서였구나.
스케일을 키운상태에서도
나름 세심한 연출을 원했구나.

각자 캐릭터들도 그 나름의 매력을 잘 보였고
특히 마블리님이 졸리님과 한 샷에 담기다니!
여차저차 보는맛이 풍성한 영화였다고 생각.

액션 시퀀스들도 CG눈뽕 오지는 액션도
뭔가 아이언맨vs캡아 생각났던 장면도
마블리형님의 묵직한 액션도 잘 버무려놨고.

음

결론은 적당히 적절히
슬로우 슬로우 퀵퀵 잘 버무려놓은
알록달록 한 상이랄까",박지한,3.5,1,0
1920,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블이 자오감독을 선택한 이유를 보여준 영화.,인식,4,1,0
1921,이터널스,2021 ? 판타지/액션/모험 ? 미국,대우주적 임무를 가진 초월적 존재들의 인간적인 고민과 연민을 느낄 수 있는 영화,정지욱,4,1,0
1922,이터널스,2021 ? 판타지/액션/모험 ? 미국,애슐리퀸즈 제철영웅 페스티벌,김유신,3,1,0
1923,이터널스,2021 ? 판타지/액션/모험 ? 미국,데비안츠와 데비안츠가 싸워 (조금 더) 사람같은 데비안츠가 이기는 이야기,Fischer,3,1,0
1924,이터널스,2021 ? 판타지/액션/모험 ? 미국,"꼰머같지만서도,, 새로운 캐릭이 넘 많아져서 이제 이름 외우기도 힘덜다,, 쿠키를 봐도 누군지 알아야 소름이 돋지.. 정보없이(내 잘못이오) 가면 쿠키를 봐도 노이해.
껄껄,, 마블리와 졸리에게 3점을 바칩니다,,",장희주,3,1,0
1925,이터널스,2021 ? 판타지/액션/모험 ? 미국,갈 곳 잃은 방황 속 단절된 리듬감,켑스,2.5,1,0
1926,이터널스,2021 ? 판타지/액션/모험 ? 미국,결국 변함은 영원하기에.,서보원,3.5,1,0
1927,이터널스,2021 ? 판타지/액션/모험 ? 미국,"나 ‘마블’을 좋아하는게 아니라 ‘어벤져스’를
좋아하는 거였네,,,",imyoursummer.,2.5,1,0
1928,이터널스,2021 ? 판타지/액션/모험 ? 미국,"대서사시가 되어가는 마블의 첫 단계.
부족하기도 하지만, 적어도 미흡하진 않다.",김관주,3,1,0
1929,이터널스,2021 ? 판타지/액션/모험 ? 미국,"길가메쉬??
이렇게 짪게 끝날것을?
그래도 길가맴매로 임팩트는 살렸구나",이규철,4,1,0
1930,이터널스,2021 ? 판타지/액션/모험 ? 미국,데비언트 딱 대,쵬민,3,1,0
1931,이터널스,2021 ? 판타지/액션/모험 ? 미국,"토마토가 썩은거 치고는 나는 재밌게 봣다

액션씬이 적고 서사가 길어서 마블찐팬들이 좋아할만한...

떡밥을 많이 뿌려놔서 어떻게 또 벌릴까 궁금증 한가득",Kevin,3,1,0
1932,이터널스,2021 ? 판타지/액션/모험 ? 미국,"결국 인간에 관한 이야기.
셀레스티얼은 대체 무얼위해 창조시키고, 멸망시키는 것일까.
꼭 멸망시키기 위해 창조하는 느낌이었다.
이유가 에너지의 선순환 때문이라면, 그게 어느 희생으로 만들어지는 것이라면,
선순환을 시켜야하는 목적은 무엇인가?
흑백으로 점철된 것이 오히려 불완전한 것.
내가 생각하는 완전함은, 조화로움이다.
조화로움은 불완전한 것들이 모여 만드는 것.

불완전한 인간을 닮은 이터널스들이 힘을 합쳐 만든 조화로움이, 역설적으로 완전함을 만들어냈다. 그리고 여전히 불완전한 존재들로 불완전하게 살아가겠지만,
와중에도 우리는 완전함을 만들어낼 수 있다는 희망을 보았다.",Hyun,3.5,1,0
1933,이터널스,2021 ? 판타지/액션/모험 ? 미국,인간보다 더 인간적인 외계 파워레인저,김영진,2.5,1,0
1934,이터널스,2021 ? 판타지/액션/모험 ? 미국,재미없다매! 재밌던데...,김도현,4,1,0
1935,이터널스,2021 ? 판타지/액션/모험 ? 미국,특색있고 개성있는 캐릭터들. 다양한 인종과 성별과 나이의 캐릭터 활용. 영상미는 좋은데 계속 흐름이 늘어지는 로맨스...음...굳이? 싶은 순간순간...물론 캐릭터 수가 너무 많아서 어려웠겠지만...캐릭터 특성을 더 살려줬으면 하는 아쉬움...,강나율,3.5,1,0
1936,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블이 만들 새로운 신화의 시작,김병정,4,1,0
1937,이터널스,2021 ? 판타지/액션/모험 ? 미국,재미있어요,조민우,4,1,0
1938,이터널스,2021 ? 판타지/액션/모험 ? 미국,2021-11-07,줄이,4,1,0
1939,이터널스,2021 ? 판타지/액션/모험 ? 미국,"사랑 그게 뭔데,,",히지,3,1,0
1940,이터널스,2021 ? 판타지/액션/모험 ? 미국,롭과 다시 만난 존 스노우,??,3,1,0
1941,이터널스,2021 ? 판타지/액션/모험 ? 미국,"바빌론 성벽이랑 공중정원 이쁘게 나오고 엔딩 스텝롤에 나오는 미술작품에 데비안츠랑 이터널스 잘 갖다붙여서 0.5점 더 드립니다

스토리 자체가 페이트 시리즈+문명 실사판 느낌이고 엔딩 스텝롤 영상도 페제 엔딩 느낌임",vyam,3.5,1,0
1942,이터널스,2021 ? 판타지/액션/모험 ? 미국,"무비에서 시네마의 경계를 향하여?!
놀란이라는 범을 흉내내지만
아직은 하룻강아지여ㅋㅋㅋ",고준성,3.5,1,0
1943,이터널스,2021 ? 판타지/액션/모험 ? 미국,가벼움이 빠지고 무거움과 웅장함이 더해졌는데 끊임없는 설명이 무게감을 덜어내 버렸다,OnizukaKIN,4,1,0
1944,이터널스,2021 ? 판타지/액션/모험 ? 미국,"기대했던 것보다 좋았다. 사실, 연출적인 면에서 아쉬운 점이 몇 군데 있긴 했지만 이 정도로 저평가받을 영화는 아닌 것 같다는 게 내 생각이다.",신용진,3.5,1,0
1945,이터널스,2021 ? 판타지/액션/모험 ? 미국,"이제 다시 시작이다!
새로운 시작",Jo yeounghyeoun,3.5,1,0
1946,이터널스,2021 ? 판타지/액션/모험 ? 미국,그럭저럭 볼만한 영화,홍준형,2.5,1,0
1947,이터널스,2021 ? 판타지/액션/모험 ? 미국,"창조된 자들의 이야기.
배리 키오건이 가장 매력적.",Moooooooooony,3.5,1,0
1948,이터널스,2021 ? 판타지/액션/모험 ? 미국,"인간에 대한 사랑이 물씬 풍긴다.
다소 루즈한 점이나
마블 특유의 개그가 좀 거슬리나
이러한 변화는 반갑다.
211106",김동범,4,1,0
1949,이터널스,2021 ? 판타지/액션/모험 ? 미국,이건 마블인가 디씨인가,김의종,3.5,1,0
1950,이터널스,2021 ? 판타지/액션/모험 ? 미국,"센스있는 대사와 스토리텔링, CG처리는 역시 '믿고보는 마블 영화' 다웠으나, 이번 영화는 여태까지 봤던 마블영화를 통틀어 가장 지루하게 느껴졌기에 아쉬움이 컸다.
특히 메인커플의 스토리와 감정선을 유독 오랫동안 보여주는 부분에서 내가 히어로영화를 보러왔는지 로맨스영화를 보러왔는지 헷갈릴만큼 고개를 갸웃하게 만듬. 약간 K감성을 넣은 느낌도 나고(...)
오히려 서브커플들의 애정선을 잠깐잠깐 등장시킴으로써 더 깔끔하고 안타깝고 로맨틱했달까.
.
극중 인물들의 다양성과 차별없는 컨셉을 넣은건 어떤 의도인지 이해는 가지만, 굳이? 이 한영화 안에? 모든 컨셉을 다? 넣었어야했나? 의문이 든다.
.
또 실제 있었던 재난사고를 배경을 넣은 장면에 대해 논란의 여지가 많은데 그장면을 우습게 희화시킨게 아닌 극중 인물이 인간들에게 준 도움으로 인해 많은 발전을  이뤄냈으나 그로인해 일어난 안타까운 사고로써 인간의 욕심과 이기심등 안좋은 이면을 부각시키기위해 쓰여진 장치로써 그려낸거라 나는 그러련히 이해가 되더라.
.
그나저나 전작의 타노스에 비해 이번에 등장하는 빌런들 너무 벨붕 아닌가? 타노스는 정말 애기였네...",최혜린,3,1,0
1951,이터널스,2021 ? 판타지/액션/모험 ? 미국,"
1.	듄을 보고나니까 파워레인저같다. CG범벅 양산형 SF영화 마치 오토튠 범벅 양산형 아이돌노래 단지 그 수준의 벽을 한단계 넘었을 뿐
2.	벽을 넘었다는 그 하나로 볼 이유는 충분. 그러나 신파 범벅 개연성 전혀없는 로맨스를 3시간동안 견뎌야함
3.	듄은 인간의 미래 시점이여서 물질의 흐름이 이해가 가는데 이터널스의 물질 영역은 이해도 안될뿐더러 친절하지도 않아서 몰입하기가 너무 힘듬. 차라리 해리포터처럼 주문이라도 외워줬으면 좋겠다 그럼 뭐하는건지 알텐데
4.	홍보때 가족이라는 이미지를 고수했는데 영화 내에선 남남같다. 이게 가장 큰 문제
5.	이게 다 듄을 먼저 봐서 재미가 없는거같다ㅠㅠ 이터널스 먼저 볼걸..
6.	남는건 안젤리나졸리 최고. 그리고 동석이형..",조아현,1,1,0
1952,이터널스,2021 ? 판타지/액션/모험 ? 미국,"과거 장면에서 영화 미술을 보는 재미가 있었습니다.
다만, 자연 풍광을 담은 장면이라든지 캐스팅이라든지 좋은 면이 많은 영화임이도, 논란이 되었던 히로시마 원폭을 다룬 방식에 대해서는 대단히 부적절했다고 봐야할 것 같습니다.
비판하는 의견과 옹호하는 의견 모두 읽어보았는데, 결론적으로 잘못 표현된 장면인 것 같아요.",권혁기,1,1,0
1953,이터널스,2021 ? 판타지/액션/모험 ? 미국,"시리즈의 시작이라서 이럴 수 있다는 건 이해하지만, 많은 이해와 전제를 필요로 하는 영화는 결코 수작일 수 없는걸?",구자민,3.5,1,0
1954,이터널스,2021 ? 판타지/액션/모험 ? 미국,"동석쒸 한국사람으로써 너모 어색했다
보면서 자꾸 파워레인저가 생각났고
다들 별로라지만 나는 재밌게 봤다
무엇보다 바이섹슈얼, 청각장애를 가진 다양한 영웅들이 나와서 좋았음
2021.11.6토 서면삼정 남친",항그,4,1,0
1955,이터널스,2021 ? 판타지/액션/모험 ? 미국,"믿는다 스파이디,,,
그래도 시계 한 번 본거면 낫베드야~~~",김수경,3.5,1,0
1956,이터널스,2021 ? 판타지/액션/모험 ? 미국,신 짜오일줄 알았는데 클로이 자오 였다.,민현기,4,1,0
1957,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블판 파워레인저,Merry,3.5,1,1
1958,이터널스,2021 ? 판타지/액션/모험 ? 미국,생각보다 초능력들이 뻔했지만 가장 쎈 캐릭터가 가장 강한 것은 아니었음이 마음에 든다,Soohyung Kim,3.5,1,0
1959,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블 뷔페가 신메뉴로
비빔밥을 비벼서 내놨다.",재성,,1,0
1960,이터널스,2021 ? 판타지/액션/모험 ? 미국,하고 싶은 말이 참 많았구나... 그랬구나,니야,3.5,1,0
1961,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블의 세계관에 대해 자세히 알지는 못하지만 감독이 방대한 세계를 구현하는데 다소 버거워 하는 것 같다는 인상을 받았다. 영화가 진행될수록 점점 이야기의 밀도가 낮아지고 느슨해진듯. 그래도 155분이라는 긴 러닝타임을 지루하지 않게 잘 끌고가긴 했다. 전체적으로 나쁘진 않았음,245,3,1,0
1962,이터널스,2021 ? 판타지/액션/모험 ? 미국,명작판별기 베리키오건,RZN,4,1,0
1963,이터널스,2021 ? 판타지/액션/모험 ? 미국,"병 들고 배신 당하고 사랑하는 신의 고뇌

+리처드 얼굴 맛집",집에서노는게제일조아,4.5,1,0
1964,이터널스,2021 ? 판타지/액션/모험 ? 미국,MCU에 서정을 부여하려 했던 클로이 자오. 절반의 성공,남윤수,3,1,0
